sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
620_Teno_4536_2002	-0.012	-0.0149	-0.0073	-0.0236	0.0175	-0.0097	0.0043	0.0005	0.0066	-0.0002
621_Teno_4537_2002	-0.0114	-0.0123	-0.0133	-0.0332	-0.0171	-0.0102	0.0019	-0.0037	-0.0039	-0.0003
622_Teno_4540_2002	-0.0115	-0.0176	-0.0037	-0.0387	0.0039	-0.0132	-0.0093	0.0041	-0.0077	-0.0054
623_Teno_4542_2002	-0.0103	-0.0082	-0.0052	-0.0218	0.0157	-0.0072	-0.0111	-0.0036	-0.0013	0.0018
624_Teno_4548_2002	-0.0153	-0.0157	-0.0117	0.0023	0.0033	-0.0226	0.0052	0.0028	0.0014	0.0063
625_Teno_4556_2002	-0.0022	-0.003	-0.0093	-0.0225	-0.0097	-0.0076	0.0069	0.0011	-0.0002	0.0008
626_Teno_4562_2002	-0.0114	-0.016	-0.009	-0.028	-0.0001	0.0034	-0.006	-0.0007	-0.0005	-0.0023
627_Teno_4563_2002	-0.0101	-0.013	-0.0116	-0.0368	-0.0087	-0.0062	0.002	-0.0012	0.0012	0.0098
628_Teno_4570_2002	-0.0067	-0.0157	-0.0056	-0.0063	-0.013	-0.0023	0.0104	-0.0012	-0.0004	0.0011
629_Teno_4579_2002	-0.0162	-0.0132	-0.0161	0.0028	0.0056	0.0116	0.0144	0.0434	-0.0449	-0.0205
630_Teno_4580_2002	-0.0099	-0.0101	-0.0021	-0.0042	-0.0054	0.0043	0.0038	-0.002	0.0	0.0
631_Teno_4583_2002	-0.0134	-0.0119	-0.0076	0.0225	0.0153	0.0061	0.0062	0.0036	-0.0008	-0.0002
632_Teno_4592_2002	-0.014	-0.0126	-0.0073	-0.0156	0.0199	-0.0242	0.0076	0.0015	0.0125	0.0154
633_Teno_4595_2002	-0.0066	-0.0126	-0.0006	-0.0081	-0.0009	0.0035	0.0016	-0.0048	0.008	0.0174
634_Teno_4596_2002	-0.0126	-0.0097	-0.0024	-0.0136	0.0071	0.0143	0.0093	0.0017	0.0087	-0.0048
635_Teno_4599_2002	-0.0165	-0.0124	-0.012	-0.0151	-0.0171	-0.0023	0.0026	-0.0083	0.0523	0.0213
636_Teno_4650_2002	-0.0175	-0.0146	-0.0089	-0.0252	-0.0046	-0.0138	-0.0028	-0.0019	-0.0016	0.0002
637_Teno_4695_2002	-0.0086	-0.0144	-0.008	0.0124	-0.0038	-0.0044	0.0027	0.0046	-0.0039	0.0048
638_Teno_4775_2002	-0.0109	-0.0137	-0.0072	0.0184	0.0197	0.0057	0.0067	0.0011	0.0001	0.0063
639_Teno_4788_2002	-0.0137	-0.0099	0.0014	0.0226	-0.0074	0.0079	-0.0001	-0.0074	-0.0001	0.0008
640_Teno_4793_2002	-0.0057	-0.0087	-0.004	0.0125	0.0127	-0.0041	0.0131	-0.0028	-0.0015	-0.0012
641_Teno_4794_2002	-0.0146	-0.0117	0.0006	0.0238	-0.0054	-0.0067	-0.0037	0.0052	0.0009	0.0012
642_Teno_2303_2003	-0.0127	-0.0087	0.0106	0.0235	0.008	0.0053	-0.0013	0.001	-0.0091	-0.002
643_Teno_2519_2003	-0.0126	-0.0139	-0.0067	0.0218	0.0049	0.0064	-0.0033	-0.0015	-0.0002	-0.0
644_Teno_2520_2003	-0.0152	-0.0088	0.0011	0.0105	-0.0001	-0.0054	0.001	0.0128	0.0159	-0.0162
645_Teno_2605_2003	-0.0137	-0.0096	-0.0088	0.0137	0.0045	0.009	0.0047	-0.0085	-0.0036	0.0094
646_Teno_2608_2003	-0.0057	-0.0179	-0.0065	0.0226	0.0046	-0.002	0.0012	-0.0058	0.0004	-0.0011
647_Teno_2632_2003	-0.0157	-0.0127	-0.0055	-0.0296	0.0031	-0.0021	0.0054	-0.0277	0.0929	-0.0101
648_Teno_2635_2003	-0.016	-0.0104	-0.0193	0.003	0.0008	0.0	0.0011	-0.003	0.0006	-0.0003
649_Teno_2683_2003	-0.0108	-0.0099	-0.0062	0.0135	0.0113	0.0017	-0.0044	0.0092	0.0002	0.0005
650_Teno_2684_2003	-0.0091	-0.0097	-0.007	-0.0232	0.0138	0.0036	0.0118	0.0047	-0.0184	0.0176
651_Teno_2687_2003	-0.014	-0.0134	-0.0027	0.0114	-0.0037	-0.0136	0.0045	0.0087	-0.0064	-0.0027
652_Teno_2689_2003	-0.0148	-0.0118	0.0028	0.0217	0.0121	0.0032	-0.0022	-0.0054	-0.0032	-0.0031
653_Teno_2690_2003	-0.0081	-0.0125	-0.0134	0.0143	-0.0098	0.0017	0.012	0.0027	-0.0004	-0.0016
654_Teno_2691_2003	-0.0014	-0.0064	-0.0005	-0.0008	-0.0012	-0.0009	0.0025	-0.0006	-0.0013	-0.0012
655_Teno_2692_2003	-0.0124	-0.0152	-0.0116	-0.0009	-0.01	0.0047	0.0118	0.0007	-0.0003	0.0021
656_Teno_2776_2003	-0.0144	-0.0075	-0.0092	0.0034	-0.0052	-0.0024	0.0028	0.008	0.0015	0.0099
657_Teno_2788_2003	-0.0055	-0.0107	-0.0097	0.0223	0.0137	0.0039	-0.0036	-0.0142	0.0006	0.0003
658_Teno_2790_2003	-0.0134	-0.0173	-0.0018	0.0276	0.0017	0.0002	-0.0043	-0.001	-0.0018	0.0015
659_Teno_2792_2003	-0.0118	-0.0114	-0.0021	-0.0277	0.0103	-0.0008	-0.005	0.0	-0.0043	-0.0031
660_Teno_2798_2003	-0.0113	-0.0143	-0.0074	0.0174	0.0089	-0.0052	-0.0006	0.0003	0.0	0.0016
661_Teno_2799_2003	-0.0101	-0.0071	-0.0066	0.0139	0.0094	-0.0004	0.0056	0.0001	-0.0033	-0.0004
662_Teno_2800_2003	-0.0086	-0.0114	-0.014	0.0117	0.0209	0.0027	-0.0036	-0.0102	0.0008	0.0004
663_Teno_2801_2003	-0.0099	-0.0072	-0.0067	0.0186	0.0022	-0.0003	0.003	-0.0002	-0.0003	0.0022
664_Teno_2804_2003	-0.0127	-0.0159	-0.0017	0.0237	-0.0068	-0.0027	-0.0089	-0.0066	-0.0058	0.0008
665_Teno_2805_2003	-0.0156	-0.0116	0.002	0.0214	-0.005	-0.0007	0.0042	0.0022	-0.0017	0.0002
666_Teno_2806_2003	-0.0093	-0.0045	0.0009	-0.0236	-0.0025	0.0027	-0.0001	-0.0029	-0.0002	0.0015
667_Teno_2808_2003	-0.0157	-0.0112	-0.0012	-0.0364	-0.0036	-0.005	-0.0054	-0.0009	0.0007	-0.0002
668_Teno_2809_2003	-0.0098	-0.0076	0.0004	0.0187	0.0047	-0.0022	0.0015	0.0059	-0.0057	0.0085
669_Teno_2814_2003	-0.0154	-0.0066	-0.0104	0.0188	0.0019	-0.0042	0.0102	-0.0058	-0.0001	-0.0001
670_Teno_2816_2003	-0.0137	-0.0053	0.0025	0.0109	-0.0102	-0.0063	0.0016	0.0083	0.0112	-0.0068
671_Teno_2820_2003	-0.0041	-0.0219	-0.0023	0.0053	-0.0191	-0.0071	0.0044	-0.002	-0.0027	-0.0039
672_Teno_2822_2003	-0.0079	-0.0094	0.004	0.0153	-0.0107	-0.001	-0.0004	0.003	0.0391	-0.0116
673_Teno_2824_2003	-0.0175	-0.0157	-0.0082	0.0226	-0.002	-0.0132	-0.0046	0.0036	-0.0032	-0.0001
674_Teno_2827_2003	-0.0059	-0.0136	-0.0033	-0.0031	-0.0164	0.0002	-0.0164	0.0132	0.0039	0.0025
675_Teno_2853_2003	-0.01	-0.0157	0.0031	0.0165	-0.0138	-0.0034	-0.0022	-0.0008	0.0011	-0.0075
676_Teno_2895_2003	-0.0104	-0.0124	-0.0024	0.0225	-0.008	-0.0214	-0.0139	0.0019	0.0005	0.0
677_Teno_2929_2003	-0.0155	-0.0144	-0.0047	-0.0262	-0.0097	0.0049	-0.0006	0.0007	0.0025	0.0001
678_Teno_2955_2003	-0.0125	-0.0088	-0.0033	-0.0088	0.0004	0.022	-0.0019	-0.0011	-0.0006	-0.0073
679_Teno_2989_2003	-0.0111	-0.0141	0.0132	0.0252	0.0091	-0.0101	-0.0002	0.0027	-0.0	-0.0015
680_Teno_3022_2003	-0.014	-0.0109	-0.009	0.0136	-0.0153	-0.0034	0.004	0.0016	0.0036	0.0009
681_Teno_3024_2003	-0.0082	-0.0143	0.0014	-0.0186	-0.0188	0.0144	-0.0007	0.0024	-0.0048	-0.0002
682_Teno_3025_2003	-0.0042	-0.0054	-0.0029	-0.0086	-0.0138	0.01	0.0016	-0.0005	-0.0064	-0.0028
683_Teno_3026_2003	-0.0077	-0.0143	-0.0073	0.006	-0.0031	-0.0181	0.0122	0.014	0.0053	0.0016
684_Teno_3033_2003	-0.0087	-0.0109	0.0024	0.0217	0.0042	-0.0019	0.0011	0.0003	-0.0061	0.0101
685_Teno_3035_2003	-0.0107	-0.0067	0.0038	-0.0186	-0.0012	0.0113	-0.0115	-0.0027	-0.0012	0.0024
686_Teno_3058_2003	-0.0127	-0.0067	-0.0069	-0.0151	-0.0002	-0.0026	0.0065	0.015	0.0052	-0.0043
687_Teno_3060_2003	-0.0073	-0.0133	0.0035	-0.0031	0.0042	0.021	-0.0053	-0.0015	-0.0036	-0.0009
688_Teno_3061_2003	-0.0163	-0.0108	-0.0025	-0.0418	0.0134	-0.0107	-0.0104	-0.004	0.0032	0.0008
689_Teno_3062_2003	-0.0113	-0.0124	-0.0126	-0.0404	0.0158	-0.0009	0.0105	0.0026	-0.0	0.0035
690_Teno_3063_2003	-0.0127	-0.0085	-0.0191	0.0012	0.0019	0.0014	0.0017	-0.0016	-0.0002	0.0005
691_Teno_3069_2003	-0.0143	-0.0127	-0.0144	-0.0168	-0.0063	0.0107	-0.0022	-0.0048	0.0027	0.0001
692_Teno_3086_2003	-0.0125	-0.0059	-0.0108	0.0255	0.0202	-0.0107	-0.0022	-0.0059	-0.0031	-0.0036
693_Teno_3089_2003	-0.0079	-0.0096	-0.0063	0.0283	-0.0054	0.0094	0.0013	-0.0022	-0.0008	0.0004
694_Teno_3091_2003	-0.0065	-0.0166	0.0087	-0.0082	0.0058	0.0168	0.0074	-0.0001	0.0002	0.0007
695_Teno_3137_2003	-0.0109	-0.013	-0.0096	-0.0176	-0.0002	-0.0052	0.003	-0.0055	0.0075	0.0014
696_Teno_3139_2003	-0.0158	-0.0044	-0.0051	0.0158	-0.0083	0.0098	0.006	-0.0463	0.0083	0.0237
697_Teno_3141_2003	-0.0161	-0.0131	-0.0074	-0.0291	-0.0004	-0.0048	-0.0004	0.0001	0.0002	0.0006
698_Teno_3144_2003	-0.0195	-0.0124	0.0057	-0.0077	0.0275	0.0039	-0.0031	0.0013	0.0028	0.0032
699_Teno_3147_2003	-0.0072	-0.0075	-0.0059	-0.009	0.0033	0.0098	-0.0068	-0.0029	0.0011	0.0279
700_Teno_3151_2003	-0.0096	-0.0141	0.0029	0.0148	0.0025	-0.0027	-0.0046	0.0009	0.0027	-0.0056
701_Teno_3153_2003	-0.0115	-0.0084	-0.0042	0.0098	0.0003	0.0087	-0.0076	-0.0008	-0.0017	-0.0077
702_Teno_3154_2003	-0.0113	-0.0123	-0.0104	0.0118	0.0087	0.0022	-0.0019	-0.0003	0.0005	-0.0007
703_Teno_3155_2003	-0.0165	-0.0088	-0.0025	0.0245	-0.0042	-0.0105	0.0018	0.0037	0.0012	-0.0102
704_Teno_3159_2003	-0.007	-0.0034	0.0016	-0.001	0.0012	0.0046	-0.0005	0.0079	0.0013	-0.0048
705_Teno_3160_2003	-0.0157	-0.0168	-0.0106	-0.0516	0.0019	0.0	0.0039	-0.0041	-0.0067	-0.0001
706_Teno_3161_2003	-0.0104	-0.0189	-0.0109	-0.0393	-0.0	0.0054	-0.0003	-0.0075	-0.0022	-0.0018
707_Teno_3168_2003	-0.0093	-0.0152	-0.0017	-0.0507	0.0051	0.0058	0.0014	-0.005	-0.0021	-0.0022
708_Teno_3173_2003	-0.0129	-0.0091	-0.0053	0.0126	0.0191	-0.0167	0.0145	-0.0056	0.0022	0.0004
709_Teno_3179_2003	-0.0142	-0.0121	0.0007	0.0232	0.0204	-0.0083	0.0201	0.0026	-0.0005	0.0022
710_Teno_3184_2003	-0.0152	-0.002	-0.0047	-0.0209	0.0098	-0.0119	-0.0009	0.0029	0.01	-0.002
711_Teno_3186_2003	-0.0086	-0.0094	-0.0037	0.0136	0.0017	0.0019	-0.001	0.0007	0.0001	-0.0046
712_Teno_3189_2003	-0.0105	-0.0041	0.0083	-0.0239	-0.0005	0.0007	0.0106	0.0035	-0.0036	0.0006
713_Teno_3192_2003	-0.0034	-0.0085	0.0278	0.0048	0.0005	0.0039	-0.0046	0.0025	-0.0127	0.0246
714_Teno_3193_2003	-0.0127	-0.0089	-0.0064	0.0222	0.0009	0.0046	-0.0026	-0.0003	-0.0011	0.0001
715_Teno_3196_2003	-0.0083	-0.0115	-0.0073	0.0157	-0.0084	0.0103	0.0088	-0.0302	0.0292	-0.0149
716_Teno_3197_2003	-0.0092	-0.0109	-0.0141	0.0114	0.004	-0.0049	-0.0006	0.0043	0.0009	-0.0008
717_Teno_3204_2003	-0.0097	-0.017	0.0044	-0.0163	-0.0072	-0.0091	0.0009	0.0051	0.001	0.0005
718_Teno_3210_2003	-0.0101	-0.0151	0.0004	0.0339	0.0075	-0.0091	0.004	0.0086	0.0025	0.002
719_Teno_3215_2003	-0.0067	-0.0119	0.0009	0.0075	0.0007	0.0022	0.0005	0.0079	-0.0007	0.0
720_Teno_3216_2003	-0.0149	-0.0141	-0.0096	0.0188	0.0083	0.0037	-0.0007	-0.0044	-0.0008	-0.0103
721_Teno_3217_2003	-0.0037	-0.007	-0.0034	0.0297	0.0093	0.0072	0.0061	-0.0081	0.0025	-0.0051
722_Teno_3218_2003	-0.006	-0.0142	-0.0141	0.0112	-0.0058	-0.0152	0.0062	-0.0006	-0.0	0.0008
723_Teno_3223_2003	-0.007	-0.0149	-0.0056	0.0104	0.0043	0.0045	-0.0016	0.0005	0.0037	-0.003
724_Teno_3224_2003	-0.0148	-0.0078	-0.0221	0.0247	-0.0008	0.0223	0.0144	-0.0	0.005	0.0004
725_Teno_3230_2003	-0.0124	-0.0131	-0.0122	-0.0063	0.0085	0.0057	0.0181	0.0013	-0.0022	-0.0035
726_Teno_3231_2003	-0.0127	-0.0111	-0.004	0.0286	0.0004	0.0051	0.0017	-0.0012	0.0004	0.0004
727_Teno_3233_2003	-0.0127	-0.0133	-0.009	-0.0383	0.0137	0.0015	-0.0129	0.002	-0.0024	0.0046
728_Teno_3235_2003	-0.0083	-0.0053	-0.0092	0.0329	0.0028	0.0024	0.0002	0.0093	-0.0005	-0.002
729_Teno_3244_2003	-0.0094	-0.0154	0.0002	0.0105	0.0051	0.0004	0.0008	0.0024	0.0009	-0.0073
730_Teno_3245_2003	-0.0167	-0.0145	0.004	0.0044	0.0059	0.001	0.003	0.0016	-0.001	0.0019
731_Teno_3249_2003	-0.0144	-0.0148	-0.0087	0.0039	0.0045	0.0047	-0.0046	0.0054	0.0023	-0.0006
732_Teno_3250_2003	-0.0118	-0.0143	-0.0149	0.0067	0.0029	0.0024	-0.0008	-0.0044	-0.0001	0.001
733_Teno_3251_2003	-0.0101	-0.0113	-0.0035	0.0174	0.011	0.0043	-0.0088	-0.0008	0.0004	0.0025
734_Teno_3253_2003	-0.0171	-0.0073	-0.0082	-0.0315	-0.0016	-0.013	-0.0059	-0.0032	0.0004	0.001
735_Teno_3254_2003	-0.0171	-0.011	-0.0066	0.0237	0.0146	-0.015	0.0052	-0.0023	0.0007	0.0001
736_Teno_3257_2003	-0.0185	-0.0146	-0.0025	-0.0339	-0.0069	-0.0056	-0.0019	-0.0014	0.0021	0.0011
737_Teno_3259_2003	-0.0076	-0.0064	-0.005	-0.0328	-0.0106	0.005	-0.0017	-0.0091	0.0008	-0.0076
738_Teno_3265_2003	-0.0055	-0.013	-0.002	-0.0028	-0.0039	0.0041	0.0011	-0.0017	0.0124	0.0237
739_Teno_3269_2003	-0.0144	-0.0119	-0.0099	0.0241	-0.0092	-0.0027	0.0093	0.0001	-0.0086	-0.0192
740_Teno_3272_2003	-0.0121	-0.0126	-0.0031	0.0099	-0.0117	-0.0074	-0.0012	0.0034	0.0015	0.0026
741_Teno_3277_2003	-0.011	-0.0166	-0.0088	-0.0392	0.011	-0.0179	0.005	0.0034	-0.0006	0.0003
742_Teno_3278_2003	-0.007	-0.0171	-0.0138	-0.0378	-0.0013	0.0112	-0.0079	-0.0206	-0.0017	0.0014
743_Teno_3294_2003	-0.0153	-0.0149	0.0028	-0.0317	0.0013	-0.0039	0.0035	-0.0028	-0.0002	0.0001
744_Teno_3300_2003	-0.0099	-0.017	-0.0159	0.0063	0.0104	-0.0039	-0.0101	-0.0042	0.0031	0.0013
745_Teno_3302_2003	-0.0134	-0.0132	0.0039	0.0324	-0.0123	-0.0049	0.0074	-0.0127	-0.0014	0.0035
746_Teno_3303_2003	-0.0134	-0.0109	0.0034	0.0152	0.0152	-0.0036	0.0037	0.0007	-0.0008	-0.0103
747_Teno_3305_2003	-0.0106	-0.0077	-0.0017	-0.0251	0.0071	0.0035	-0.0008	0.0	0.0057	0.0241
748_Teno_3307_2003	-0.0176	-0.0081	-0.0053	0.0156	0.0035	-0.002	-0.0014	0.0005	0.0021	0.0044
749_Teno_3308_2003	-0.0101	-0.0145	-0.0098	0.0192	0.0155	-0.0159	0.0016	0.0088	0.0036	-0.0006
750_Teno_3309_2003	-0.0078	-0.0117	-0.0098	-0.0303	0.0161	-0.0013	-0.0136	-0.0089	0.0017	-0.0023
751_Teno_3317_2003	-0.0106	-0.0124	-0.0042	0.0125	-0.0107	-0.002	0.0114	0.0086	-0.0009	0.0034
752_Teno_3319_2003	-0.0075	-0.0143	-0.0064	0.0104	0.0123	0.0056	-0.0009	0.0153	0.0016	0.0016
753_Teno_3320_2003	-0.0092	-0.0089	0.0038	-0.0111	-0.0089	-0.0104	0.0092	-0.0042	-0.0016	-0.0001
754_Teno_3321_2003	-0.0133	-0.0184	-0.0047	-0.0201	-0.0135	-0.0109	0.0016	-0.0005	0.0002	-0.0003
755_Teno_3347_2003	-0.0175	-0.013	-0.0059	-0.0319	0.0134	-0.0134	-0.0084	-0.0008	0.0	-0.0004
756_Teno_3348_2003	-0.0122	-0.0128	-0.0125	-0.0232	-0.0048	0.0018	0.0028	0.0042	0.0007	-0.0007
757_Teno_3349_2003	-0.0094	-0.0028	-0.0071	0.0065	-0.0042	-0.004	0.0008	0.0134	-0.0028	-0.0069
758_Teno_3351_2003	-0.0137	-0.0145	-0.0041	0.027	0.0196	-0.0124	-0.0005	-0.0032	-0.0016	0.0097
759_Teno_3352_2003	-0.0131	-0.0173	-0.0042	0.0259	0.0028	-0.0027	-0.0011	0.0002	0.001	0.0034
760_Teno_3355_2003	-0.0117	-0.0159	-0.0031	0.028	0.0214	0.0106	-0.0111	-0.0003	0.0003	-0.0031
761_Teno_3360_2003	-0.0179	-0.0212	-0.0018	-0.0283	-0.0143	-0.0085	0.0103	-0.0004	0.0022	0.0016
762_Teno_3402_2003	-0.0069	-0.0057	-0.0139	-0.0081	-0.005	0.0013	0.0043	-0.0006	0.0087	0.0033
763_Teno_3409_2003	-0.0182	-0.0074	-0.0216	0.0043	0.0135	0.0224	-0.013	0.0084	-0.003	-0.0078
764_Teno_3410_2003	-0.0138	-0.0184	-0.0111	0.0217	0.0076	-0.0147	-0.0034	-0.0047	-0.0009	0.0009
765_Teno_3498_2003	-0.0131	-0.0156	-0.0072	-0.0468	-0.0057	0.006	0.0007	0.0044	-0.0045	-0.0004
766_Teno_3503_2003	-0.0077	-0.0137	-0.0057	0.0075	-0.0014	0.0086	-0.0005	-0.0026	0.0071	-0.0024
767_Teno_3504_2003	-0.0116	-0.0101	0.005	0.0258	0.0194	-0.0163	-0.0099	-0.0026	0.0006	-0.0011
768_Teno_3505_2003	-0.0077	-0.0126	-0.0162	0.0115	0.0086	-0.0018	-0.0036	0.0036	-0.0003	-0.0002
769_Teno_3506_2003	-0.0118	-0.0138	0.0012	0.0285	0.0073	0.0027	0.0173	0.0032	0.0	0.0133
770_Teno_3507_2003	-0.0091	-0.0104	-0.0049	0.0078	0.0016	0.011	-0.0031	0.0092	-0.0034	-0.0029
771_Teno_3508_2003	-0.0081	-0.0181	-0.0072	0.0098	-0.0029	-0.0048	0.0047	-0.0036	0.0026	-0.0014
772_Teno_3509_2003	-0.0155	-0.0116	-0.0135	-0.0078	-0.0048	-0.0054	0.0007	0.0016	-0.0001	0.0037
773_Teno_3511_2003	-0.0128	-0.0128	-0.0118	0.0144	0.0076	0.0018	-0.0108	-0.0007	-0.0043	-0.0001
774_Teno_3513_2003	-0.01	-0.0188	-0.0034	-0.0357	-0.0138	0.0097	-0.0092	-0.0074	-0.003	-0.0
775_Teno_3517_2003	-0.0149	-0.0121	0.0027	-0.0336	-0.0021	-0.0074	-0.005	-0.0011	0.0002	-0.0023
776_Teno_3548_2003	-0.0126	-0.0086	-0.0065	-0.0279	0.005	-0.0118	0.0038	0.0037	-0.0018	-0.0007
777_Teno_3549_2003	-0.0072	-0.011	-0.0033	-0.0263	0.0076	0.0011	0.0054	-0.001	0.0007	0.005
778_Teno_3550_2003	-0.0008	-0.0123	-0.0102	-0.0122	0.0185	0.0034	0.0082	0.0049	-0.0001	-0.0
779_Teno_3551_2003	-0.0095	-0.014	-0.0124	-0.008	-0.0008	-0.0041	-0.0156	-0.0058	-0.005	0.0025
780_Teno_3557_2003	-0.0174	-0.0087	0.0039	-0.0163	0.0026	-0.0006	0.0054	0.0029	-0.0061	-0.0006
781_Teno_3558_2003	-0.005	-0.0093	0.0042	0.0012	-0.0025	0.0069	0.0023	0.0006	-0.0001	0.0
782_Teno_3566_2003	-0.0124	-0.0136	0.0063	-0.0084	0.0057	-0.0175	0.0152	0.0117	0.0006	0.0047
783_Teno_3567_2003	-0.0095	-0.0135	-0.0085	-0.0031	0.0048	-0.0113	0.0123	0.0508	-0.0094	0.0168
784_Teno_3574_2003	-0.0114	-0.0069	-0.0123	-0.014	-0.0049	-0.0134	-0.0099	-0.0071	-0.0004	-0.0012
785_Teno_3598_2003	-0.0082	-0.0142	0.0009	-0.0401	-0.0082	0.0146	-0.0183	-0.0013	0.0008	0.0
786_Teno_3649_2003	-0.0134	-0.008	-0.0053	-0.0086	0.0117	0.0097	0.0157	0.0031	-0.0028	0.0027
787_Teno_3650_2003	-0.0109	-0.0113	-0.0099	-0.0347	0.0101	0.0068	-0.0094	-0.001	-0.0001	0.0022
788_Teno_3653_2003	-0.0118	-0.0084	0.0009	-0.0067	-0.0006	-0.013	-0.0001	-0.0003	-0.0011	0.0003
789_Teno_3657_2003	-0.0166	-0.0115	-0.0016	0.0091	0.0071	-0.0112	-0.0104	-0.0025	-0.0004	-0.0026
790_Teno_3660_2003	-0.0155	-0.0099	-0.0013	-0.0317	0.009	-0.0049	0.0033	0.0064	0.0027	-0.008
791_Teno_3677_2003	-0.0091	-0.0112	0.0031	0.0022	0.0005	-0.0022	-0.0029	-0.0024	-0.0019	-0.0019
792_Teno_3679_2003	-0.0164	-0.0108	-0.0032	-0.0336	0.0198	-0.0018	-0.0051	0.0015	-0.0122	0.0102
793_Teno_3681_2003	-0.0137	-0.0114	0.0016	-0.005	0.0101	0.0062	0.0093	0.0028	-0.0003	-0.0012
794_Teno_3683_2003	-0.011	-0.0144	-0.0106	0.012	-0.0099	0.0009	0.0009	-0.0005	0.001	0.0039
795_Teno_3684_2003	-0.0101	-0.0075	-0.0076	-0.0151	-0.0086	-0.009	0.0075	0.003	0.0016	-0.0008
796_Teno_3685_2003	-0.0148	-0.0131	-0.0084	0.0153	0.0161	-0.0084	-0.0036	0.0074	-0.0004	-0.0005
797_Teno_3687_2003	-0.0156	-0.0137	-0.0082	-0.0333	-0.0025	0.0169	-0.0073	-0.0	0.0016	-0.0042
798_Teno_3688_2003	-0.0058	-0.0142	-0.0042	0.0003	-0.0048	-0.0145	-0.0026	-0.0035	-0.0126	-0.012
799_Teno_3690_2003	-0.0091	-0.0061	0.0077	0.0035	0.0035	0.0216	0.0083	0.0104	0.0002	-0.0005
800_Teno_3692_2003	-0.0128	-0.0144	0.0018	0.0269	0.0025	0.0035	-0.0004	-0.0009	-0.0053	0.0147
801_Teno_3695_2003	-0.0127	-0.0157	-0.01	-0.026	0.0007	-0.0029	-0.0006	0.0039	-0.001	0.0011
802_Teno_3858_2003	-0.0071	-0.0132	-0.0037	-0.0269	-0.0202	0.0102	0.0074	-0.0036	-0.0012	-0.0012
803_Teno_3865_2003	-0.0049	-0.0104	0.006	-0.0165	-0.0116	-0.003	-0.0058	0.0052	-0.0118	-0.0032
804_Teno_3866_2003	-0.0093	-0.0197	-0.0126	-0.0144	0.0007	0.0096	-0.007	-0.0013	0.004	0.0007
805_Teno_3870_2003	-0.007	-0.0125	-0.0096	-0.0278	-0.0065	0.0033	0.0	0.0051	0.0036	-0.0058
806_Teno_3892_2003	-0.0115	-0.0028	0.0077	-0.0025	-0.0098	-0.0024	0.0159	-0.0021	0.0051	-0.0097
807_Teno_3893_2003	-0.0103	-0.0178	-0.0038	0.0082	0.0045	-0.018	0.0149	0.0012	0.0001	-0.0003
808_Teno_3999_2003	-0.0128	-0.0108	-0.0013	-0.0315	0.0117	0.007	0.0024	-0.0002	-0.0005	0.0028
809_Teno_4000_2003	-0.0121	-0.0169	-0.0065	0.0225	0.0063	-0.0151	0.0039	-0.0008	-0.0001	-0.0026
810_Teno_4006_2003	-0.0005	-0.0056	-0.0016	-0.0022	-0.0057	-0.0011	0.0054	0.0006	-0.0	0.012
811_Teno_4088_2003	-0.0131	-0.0172	-0.0078	-0.0143	-0.0151	0.0161	0.004	0.0002	-0.0001	0.0072
812_Teno_4099_2003	-0.0122	-0.0123	-0.0106	0.0047	-0.0065	-0.0148	0.0011	0.0053	0.0016	0.0041
813_Teno_4103_2003	-0.0022	-0.0133	0.0069	-0.0025	-0.0035	0.0106	-0.0031	-0.0046	-0.0022	0.0001
814_Teno_4105_2003	-0.0057	-0.0115	-0.0043	-0.0055	0.0083	0.007	0.0151	0.0001	-0.0472	0.0433
815_Teno_4112_2003	-0.0102	-0.0144	-0.0145	-0.0324	0.0087	0.0002	0.0005	-0.0004	-0.0005	0.0035
816_Teno_4115_2003	-0.0068	-0.0119	0.0039	0.0178	0.0043	0.0012	0.0088	0.0008	0.0006	0.0033
817_Teno_4119_2003	-0.0107	-0.0154	-0.0067	-0.02	-0.0181	-0.0061	0.0048	-0.0034	-0.0126	-0.0049
818_Teno_4123_2003	-0.0013	-0.0093	-0.0013	-0.0046	-0.007	-0.0002	-0.0082	-0.0015	0.0007	0.0044
819_Teno_4124_2003	-0.0126	-0.0159	-0.0037	-0.0405	0.0017	-0.0023	-0.0062	-0.0031	-0.007	0.0041
820_Teno_4139_2003	-0.0073	-0.0099	-0.0002	0.0117	-0.0031	-0.0066	0.0091	-0.0018	-0.0208	-0.0086
821_Teno_4152_2003	-0.0067	-0.0157	-0.0002	0.0163	0.0002	0.0027	0.0049	0.0146	-0.0154	0.011
822_Teno_4154_2003	-0.0179	-0.0116	-0.0083	0.0064	0.0003	0.0019	0.0077	0.0022	0.0023	0.0004
823_Teno_4155_2003	-0.0143	-0.0159	-0.0061	-0.0416	-0.0	0.0017	-0.0026	0.0001	0.0015	-0.0021
824_Teno_4158_2003	-0.0138	-0.0119	-0.0104	-0.0111	0.0169	-0.0034	0.0048	0.0104	0.0008	-0.0
900_Tornio_5_1_1	0.0589	-0.0123	-0.0133	0.0025	-0.0028	0.0008	0.0097	0.0043	0.0072	0.0141
901_Tornio_7_1_1	0.0615	-0.0146	-0.0119	0.0004	-0.0008	-0.0004	0.0089	-0.019	0.001	-0.0019
